,user,txt
76,L1BZaDZpcS92d05yWUNxR2RERHdvUT09,벌써 통째 사용 중인 토너에요 양이 많아서 한통 비우는데 몇달 걸리는데 또 재구매할 정도면 진짜 좋은거겠죠 순하고 진정도 잘 되서 너무 좋습니다 저는 주로 닦토로 사용하는데 가끔 피부가 너무 뒤집어졌거나 하면 스킨팩이나 흡토로도 한번 더 사용해줘요 양이 많아서 맘놓고 쓰기에도 좋고 완전 가벼운 제형은 아니라 어느 정도 보습이 되는 것 같아요 근데 지금같은 더운 계절보다는 가을 겨울에 사용하기에 더 적합한 느낌 저는 건성이라 그래도 무난하게 쓰는데 확실히 여름이라 다른 스킨케어 제품까지 사용하면 살짝 무거운 느낌이 들때도 있어요 그래도 이 가격에 이 양에 이정도 효과면 저는 또 재구매해서 계속 사용할 것 같아요 여름 제외하고 사용하기 좋은 토너로 추천합니다 여름에는 티트리가 더 좋을 수도 있을 것같네요 같은 라인에 수분크림을 사용해 본적이 있어서 이번엔 토너를 사봤어요 평소에 쑥 성분이 잘 맞기도 했고 토너팩을 자주 하는 편이라 대용량인 것이 아주 마음에 듭니다 닦토로 사용할 경우에도 수분감이 많아서 적은 양으로도 자극없이 사용할 수 있고 토너팩으로 사용해도 진정과 수분보충이 아주 잘 되는 것 같아요 그냥 토너자체를 흡수시키듯 사용해도 흡수가 잘 되서 좋았습니다 향도 너무 강하지않은 숲향 같아서 사용하기 부담 없었어요 완전 물토너같은데 또 약간 점성 진짜 아주 약간의 점성같은게 있어서 보습력이 더 좋은 것 같아요 끈적이지 않고 진정도 잘되고 수분보충도 잘 해줘서 아주 만족스럽습니다 이가격에 용량인게 아주 가성비 토너같아요 다 사용하고 재구매할 예정입니다
77,L1FUK0x2T3lWbE1mWkd6NEpRMWVXUT09,제품 사용해보니 좋아요 강추강추 다음에도 재구매 합니다요 즐
78,L1FZNVp4cWNNKzRpK09Mc3VkMGRXUT09,점성이 느껴지지 않는 워터 타입의 투명한 약산성 토너이다 보니 피부 타입에 구애받지 않고 데일리로 부담 없이 바르면서 피부 결을 정돈하고 수분 진정 케어하기 좋아요 순하게 스며들어 풍부한 수분감을 전해 주다 보니 민감성 스킨케어에도 좋을것같아요
79,L1JkL0M2M3pNM3Fra1d4bDFKM3NVdz09,순한 약산성 수분 진정 그린티 스킨케어 세트 스킨 로션 세트 함께 파는 구성이 왜 이렇게 없을까요 스킨 로션 세트 구성이 마음에 들어 구매했습니다 년 전에 사용해보고 구매하는건데 용기가 플라스틱으로 바껴서 아쉽네요 유리 병이 더 고급지고 좋았는데 스킨은 너무 묽지 않아 덜어낼 때 좋았습니다 약간의 녹차 산뜻한 향이 나요 근데 로션은 묽은 편이라 덜어낼 때 주의해야합니다 그렇지 않으면 엄청난 양의 로션이 저도 알고 싶지 않았어요 그리고 반투명이라 양이 얼마나 남았는지 전혀 확인 불가능합니다 막 발라도 트러블 생기지 않은 무난한 스킨 로션입니다 건성분들한테는 보습이 약간 아쉬울 듯 싶어요 여름에 가볍게 사용하기 좋은 스킨 로션이에요
80,L1U3Z0w4WTRZRXpRc3B6dEVYeC96Zz09,장수진 크림을 꽤 만족해서 두통써보고 스킨도 좋다길래 구매해봅니다 토너와 함께 쓰면 크림과 시너지를 기대해봅니다 닦토와 일반 스킨처럼 둘다 사용하는데요 다가오는 이 꼐절에 잘 맞는 제품이라 생각됩니다 개인적으로 아이소이 라인 중 로즈 잡티제거 라인보다 장수진 라인 만족합니다 저의 최애 두말하면 잔소리 특별난 피부는 아닌 저이지만 민감성 수부지들에게는 성공적인 스킨입니다 강려크 추천합니다 계절 모두 괜찮습니다
81,L1VJc0JDdFJwZVQ5STlsVlVLZzB5QT09,순하고 쫀쫀하고 흠잡을 곳 없는 토너 사진 순서 제품 바르기 전 겹 바른 후 겹 바른 후 몇 달 동안 사용했는데 다른 토너랑 병행하며 사용했음에도 공병되기 직전일만큼 좋아하는 토너다 닦토 흡토 닦토 하기에도 촉촉하고 부드러워서 나쁘지 않지만 흡토로 사용했을 때 그 수분감이 더 잘 느껴져서 흡토로 사용하고 있다 사용감 겹 발랐을 때 수분이 즉각적으로 충전된다 피부에 약간 쫀쫀한 느낌이 남지만 흡수되면 피부가 보들보들해진다 겹 발랐을 때는 확실히 수분감이 더 올라온다 흡수가 어느 정도된 이후에도 쫀쫀함이 남아있다 유지력 사용해 본 토너 중 가장 수분이 날아가지 않고 잘 유지된 토너였다 보통 토너만 손으로 흡수시켜주고 앰플과 크림은 스펀지로 바르는 편이라 토너를 바른 뒤에 바디로션과 헤어 제품을 발라주고 다시 스킨케어를 시작하는데 그 동안에도 계속 쫀쫀함이 유지되어 마음에 들었다 수분감 강한 토너라 레이어링을 어떻게 하느냐에 따라 사계절 사용할 수 있을 것 같다 다음에 또 구매하고 싶은 제품
82,L1k0c3J6Z2xQa3JZOENVUjJKREN0UT09,시카에센스토너랑 크림 자주 쓰고 있습니다 같이 쓰니까 도움되는 것 같습니다 전에 사용했을 때 좋아서 구매했습니다 묽은 형태로 닦토하기 좋고 진정에 좋습니다
83,L1lETFl4cXFFWmVINndFaHgyQ0w4QT09,약간 점도가 있는 제형이라 발랐을때 촉촉하고 보습효과가 좋은거 같아요 사용한지 얼마 안됐지만 일단 지금은 사용하는데 만족하면서 쓰고 있어요처음 바를때 너무 미끄럽게 발리는 느낌이었는데 자연스럽게 피부에 스며들어서 좋은거 같아요 향도 순하고 만족하면서 쓰고 있어요
84,L1pSTWlFU1ZzVEpZckJMeTl6MURrUT09,항상 쓰는 제품 이예요 자극 없이 순해서 좋아요 벌써 여러번 사네요 이거 말고는 이제 다른 로션못 쓰겠어요
85,L29Qb1V6U2hrenptVkFGRHlERmE4QT09,진짜 좋은 편이기는 한데 살짝 지성 되는데 지속 되진 않아서 꾸준히 바르셔야함
86,L2E1NENEQnNEV2J3NE9LQlo2bEFiZz09,구성품 소개 및 사용방법 시카 메탈 크림 크림 단계에서 시카 메 탈 크림을 얼굴 전체에 부드럽게 펴 발라 줍니다 비타리프트 나이트 스킨케어 마지막 단계에 비타리프트 크림을 완두콩만큼 덜어내 얼굴 전체에 펴 바릅니다 더블 디펜스 선블록 선블록 단계에서 더블 디펜스 선블록을 펴 발라 흡수시켜 줍니다 레티날을 처음 사용하시거나 극민 감피부의 경우 시카 메탈 크림과 비타 리프트 를 섞어 발라주고 피부가 적 응 후 단독으로 점차 사용량을 늘려 사 용해주시면 효과가 더욱 좋습니다
87,L2JMMkVnam41dkRxMnZ0MUxLeWo2QT09,촉촉하고 진정이 잘 되는 편이에요 요새 몸에 트러블 났을 때 바디마스트 많이 뿌렸었어요 용량도 적고 비싼데 이게 더 좋은 거 같아요 이건 촉촉하면서 진정되고 대용량에 가격도 저렴한데 타사 바디미스트는 지정이 되지만 마무리는 뽀송해서 겨울에 건조하다고 느껴졌고 용량이 적은데 비해 가격이 저렴하지 않았어요 얼굴용으로 하나 바디용으로 하나 이렇게 구매해도 좋을 듯 합니다전부터 피캄에서 사고 싶었던 제품인데 마침 올리브영 입점해서 샀어요 요새 환절기라 그런지 피부가 왔다갔다 예민한데 진정시키기에도 좋고 여름이 되어가는데 마스크를 쓰다보니 피지분비가 걱정이었는데 그것도 이 토너로 어느정도 고민해결이 된 듯해서 좋아요 사용하지 않은 날과 사용한 날의 저녁 피부가 달라요
88,L2JxR0FiTzUvV0xzSjFRM1dDcTJsUT09,친구가 브링크린 쑥 크림 사용하길래 같은 라인 토너 주문해봤어요 순하고 촉촉해서 만족합니다 진정 효과 있는 쑥을 베이스로 해서 건성 지성 피부 타입 가리지도 않을 것 같아요 폼클렌징도 같은 라인으로 샀는데 두 제품 다 만족합니당 브링그린 제품 앞으로도 많이 이용할 것 같아요 꾸준히 써보고 좋으면 재구매 할게욥 에 이 가격이면 진짜 가성비 갑이에요 스킨팩으로 사용하시는 분들 많으신 거 같아요 가성비 진정효과 물제형 이 세가지 니즈에 최적화 된 제품이라 생각합니다 특히 여름에 좋을 것 같아요 촉촉해요 스킨만 발라도 어느정도 수분이 차오르는게 느껴집니다 쫀쫀해서 좋아요
89,L2NsQldqa2FuZUFLZFNkVGxTbHZpUT09,지성 여드름 피부에 좋아요 여드름이 많지는 않지만 피지나 기름기가 많아 꾸준히 관리 해줘야하는 피부인데 지성 여드름 민감성 피부에 추천합니다
90,L2RzWWs4OWIzd3hpYmlQaHlTSUxFdz09,저는 극극건성의 피부입니다 디렉터파이님의 유튜브를 보고 구매하게 되었는데요 정제수없이 성분이 꽉꽉 알차게 들어가있는걸 보고 구매하지 않을수가 없었어요 특별한 향은 없고 생각보다 큰 용량과 유리병이라 그런지 묵직한 무게감에 놀랐고 쫀득쫀득한 콧물같은 제형에 한번 더 놀랐어요 세럼과 올인원 제품이라니 귀차니즘 심한 저에게 딱이네요
91,L2VPQ3dOVEhPRXgxd0g2T3NLYmZydz09,몇달 째 꾸준히 재구매 하는 중인 저의 정착 토너입니다 이 토너로 닦토도 하고 토너팩도 하면서 듬뿍듬뿍 사용하다 보니까 엄청 자주 구매하게 되는 것 같아요 토너 구매 후에 리뷰를 작성할 때마다 항상 말하는 거지만 같이 증정되는 화장솜이 정말정말 좋습니다 그래서 토너를 좀 헤프게 쓰는 편인데도 가 아닌 기획 세트로 구매하는 중이에요 닥터지와 올리브영은 제발 화장솜도 단독으로 판매해주시면 좋겠습니당 이 화장솜에 닥터지 토너를 적셔서 닦토 해주면 자극이 전혀 없이 부드럽게 피부를 정돈할 수 있어요 닥터지 토너는 아주 살짝의 점성이 있는 물토너 제형인데 올리브영에서 파는 다른 물토너들보다 촉촉함이 오래 가서 너무 좋습니다 속건조를 잡아주면서 산뜻하게 마무리 돼서 사계절 내내 사용하기 좋아요 저는 앞으로도 꾸준히 재구매 예정입니다 항상 재구매 하는 토너인데 에는 화장솜 증정이 없어서 기획세트로 재구해 했어요 증정되는 화장솜이 진짜진짜 좋은데 왜 따로 판매를 안해주시는건가요 올리브영에서 화장솜도 판매해주셨으면 좋겠습니다 닥터지 토너는 물토너이긴 한데 독도토너나 더랩바이블랑두 히알루론산 토너와 비교하면 아주 약간의 점성이 느껴지는 제형이에요 저는 원래 독도토너와 더랩바이블랑두 토너를 잘 사용중이였는데 닥터지 토너를 사용해보고 살짝 점성이 있는 제형이 촉촉함을 더 오래 지속시켜 주는 것 같아서 닥터지 토너로 정착하게 되었습니당 성분도 착하고 바하와 나이아신아마이드의 기능성 성분이 함유되어 있다는 점도 마음에 들어요 앞으로도 꾸준히 재구매 예정인 정착 토너입니당 올리브영에서 판매 베스트 토너인 라운드랩 독도 토너와 다랩바이블랑두 히알루론산 토너 그리고 닥터지 토너 중에서 제일 만족하면서 정착한 토너입니다 다른 두 토너도 정말 좋았는데 그중에서도 닥터지 토너가 제일 좋더라구요 일단 독도토너나 더랩바이블랑두 토너는 완전 물같은 제형인데 닥터지 토너는 아주아주 살짝의 점성이 느껴지는 제형이라 촉촉함이 더 오래 지속되는 것 같아요 그리고 토너에 바하 성분과 나이아신아마이드 성분이 들어있어서 좋았습니당 기획에 증정되는 닥터지 화장솜도 엄청 좋은데 따로 단독 판매를 하지 않아서 아쉬워요 올리브영에서 닥터지 화장솜도 판매를 해주시면 좋겠습니다 닥터지 토너는 민감성 건성 지성 관계 없이 가볍게 사용하기 좋은 토너라 모든 피부타입에 추천드려요 닥터지 토너 도 사용해봤었는에 화장솜 증정이 없어서 이번에는 로 재구매했습니다 닥터지 증정용 화장솜 되게 좋은데 따로 판매를 안해서 아쉬워요 올리브영에서 따로 판매해주셨으면 좋겠습니다 이 토너는 제가 라운드랩 독도토너 더랩바이블랑두 히알루론산 토너를 잘 사용하다가 가 중에서도 닥터지 토너가 제일 맘에 들어서 정착한 토너에요 독도토너랑 더랩바이블랑두 토너도 엄청 좋은데 닥터지 토너는 그중에서도 제일 촉촉한 느낌이 많이 들고 속건조를 잡아줘서 만족스럽습니당 바하 성분와 나이아신아마이드 성분이 들어있는 점도 마음에 들어요 사용감이 산뜻하면서 속건조를 잡아주는 제형이라 모든 피부타입이 사용하기에 괜찮을 것 같습니다 물 같은 제형이지만 독도토너나 더랩바이블랑두 히알루론산 토너와 비교했을 때는 아주 살짝의 점성이 느껴지는 제형이에요 그래서 닥터지 토너를 사용했을 때 다른 토너들 보다 촉촉함이 오래 유지되는 것 같은 느낌이 듭니다 닥터지 토너에는 바하 성분과 나이아신아마이드 성분이 들어있어서 더 마음에 들어요 기능성 성분이 들어있어서 꾸준히 사용하다 보면 피부가 밝아진 느낌이 들어요 저는 이 토너를 닦토로 매일 사용중인데 피부에 열이 오른 날이나 예민한 날에는 화장솜에 듬뿍 적셔서 토너팩으로도 활용하고 있어요 닦토용으로 사용할 때는 기획세트에 포함되어 있는 닥터지 화장솜이 진짜 좋은데 왜 따로 판매를 안하는지 모르겠습니다 에도 화장솜을 증정해주거나 닥터지 화장솜도 올리브영에서 판매해주시면 좋겠어요 닥터지 토너 를 사용해 보고 너무 만족해서 이번에는 로 구매했어요 그런데 에는 화장솜이 들어있지 않아서 아쉽습니다 에 들어있는 닥터지 화장솜 엄청 좋은데 올리브영에는 판매를 안하더라구요 닥터지 화장솜도 하루 빨리 판매해주시면 좋겠습니다 이 토너는 제가 독도토너 더랩바이블랑두 토너를 잘 사용하다가 그 중에서도 닥터지 토너가 제일 맘에 들어서 정착한 토너에요 독도 토너랑 더랩바이블랑두 토너도 엄청 좋은데 제 기준에는 닥터지 토너가 제일 좋더라구요 바하 성분과 나이아신아마이드 성분이 들어있는 점도 마음에 들었고 사용감이 산뜻하면서 다른 토너들보다 수분감이 더 느껴져서 좋아요 앞으로도 꾸준히 재구매 할 예정입니다 이번 겨울동안 잘 사용하고 두번 째 재구매 한 제품입니다 평소에 한율 브랜드의 스킨케어 제품들을 좋아해서 구매해봤었는데 한율 빨간쌀 라인도 너무 좋더라구요 겨울에는 볼 부분이 건조해서 홍조가 잘 올라오는 편인데 이 제품이 많은 도움이 됐어용 여주산 현미를 두번 발효해서 얻은 성분으로 만들었다고 하는데 확실히 영양분이 느껴지고 피부가 외부 자극으로 부터 튼튼해지는게 느껴졌어요 꾸준히 사용하다 보면 세안할 때 피부가 보들보들 해진다는 느낌이 들었습니다 에멀전 제형은 부드러운 로션같은 제형이에요 스킨으로 피부결을 정돈한 후에 이 제품을 바르면 흡수가 바로 돼서 촉촉함이 오래 지속됩니당 민감성인 제 피부에도 자극이 느껴지지 않았어요 건성분들 그리고 복합성분들이 겨울철에 사용하시기 좋을 것 같습니다
92,L2ZwQjcvWE52YThkTnArM3ZhTDNndz09,물제형보다는 좀 더 점도가 있는 제형이고 그래선지 보습감이 좋아요 특히 제가 복합성이지만 요즘같은 건조한 봄철에는 속당김이 심했었는데 속건조가 덜해서 맘에 들었네요 다가오는 여름에는 습해지면 여러제품을 덧바르는게 부담스러운데 이건 토너와 세럼 기능이 한꺼번에 들어있는 올인원 제품이라 더운계절에는 피부상태에 따라 레이어링 횟수만 조절해주면 되니깐 편하구요 흡수되고 나면 끈적임없이 촉촉해서 계절내내 피부상태에 따라 조절해주면 하나로도 충분히 보습을 잡을 수 있을것 같네요 용기가 유리라서 좀 무겁고 조심스럽기는 한데 병이 너무 이쁜것도 구매하게 만드는 점이에요 유투브에서 추천하길래 궁금해서 선택했어요 워낙 속건조가 심해서 너무 가벼운 토너는 금방 건조하고 또 유분기가 있는건 싫어해서 선택하기 힘들었는데 세럼에 가까운 스킨제품이란 점에서 기대되네요 용기가 유리병이라 무겁기는 하지만 오히려 플라스틱 용기보다 신경 쓴 느낌 근데 좀 더 얇아서 그립감이 좋았으면 하는 아쉬움은 있네요 약간 뽀얀끼가 느껴지는 투명질감에 물토보다는 점도가 느껴지는데 흡수력이 좋아요 지금 계절에는 이 제품 레이어링 후에 수분크림만 발라줘도 촉촉할거 같아요 속건조에서 벗어나 보길 기대하면 사용해보려구요
